9200GLA1,920FGLA1,,,60
920FGLA1,9200GLA1,,,15
9200GLA1,920FGLA1,OU,,0
9200GLA1,920FGLA1,TS,,45
9200GLA1,920FGLA1,U2,,30
9200GLA1,920FGLA1,WW,,30
9200GLO1,920FGLO1,,,0
920FGLO1,9200GLO1,,,0
9200CEG1,920FCEG1,,,0
920FCEG1,9200CEG1,,,0
9200LHR1,920FLHR1,BA,,30
9200LHR1,920FLHR1,BD,,30
9200LHR1,920FLHR1,BI,,0
9200LHR4,920FLHR4,QF,,30
9200LHR2,920FLHR2,RB,,0
920FLHR1,9200LHR1,,,40
920FLHR2,9200LHR2,,,0
920FLHR3,9200LHR3,,,0
920FLHR4,9200LHR4,,,0
9200LHR1,920FLHR1,,,60
9200LHR2,920FLHR2,,,0
9200LHR3,920FLHR3,,,0
9200LHR4,920FLHR4,,,0
9200HUY1,920FHUY1,,,60
920FHUY1,9200HUY1,,,10
9200HUY1,920FHUY1,T3,,30
9200INV1,920FINV1,BA,,30
9200INV1,920FINV1,BD,,30
9200INV1,920FINV1,,,60
920FINV1,9200INV1,,,20
9200INV1,920FINV1,T3,,30
9200INV1,920FINV1,U2,,30
9200ILY1,920FILY1,BA,,30
9200ILY1,920FILY1,,,30
920FILY1,9200ILY1,,,10
9200MSE1,920FMSE1,,,40
920FMSE1,9200MSE1,,,0
9200KOI1,920FKOI1,BA,,30
9200KOI1,920FKOI1,,,30
920FKOI1,9200KOI1,,,10
9200KOI1,920FKOI1,LOG,,10
9200LEQ1,920FLEQ1,,,0
920FLEQ1,9200LEQ1,,,0
9200LBA1,920FLBA1,BD,,30
9200LBA1,920FLBA1,BE,,30
9200LBA1,920FLBA1,,,60
920FLBA1,9200LBA1,,,20
9200LBA1,920FLBA1,LS,,0
9200LBA1,920FLBA1,T3,,30
9200LBA1,920FLBA1,TP,,0
9200LWK1,920FLWK1,,,30
920FLWK1,9200LWK1,,,10
9200LWK1,920FLWK1,LOG,,10
9200LPL1,920FLPL1,3W,,20
9200LPL1,920FLPL1,6G,,30
9200LPL1,920FLPL1,,,30
920FLPL1,9200LPL1,,,25
9200LPL1,920FLPL1,U2,,30
9200LPL1,920FLPL1,VG,,20
9200LCY1,920FLCY1,6G,,30
9200LCY1,920FLCY1,BA,,30
9200LCY1,920FLCY1,BD,,30
9200LCY1,920FLCY1,BE,,30
9200LCY1,920FLCY1,CB,,45
9200LCY1,920FLCY1,,,30
920FLCY1,9200LCY1,,,15
9200LCY1,920FLCY1,VG,,15
9200B421,920FB421,,,0
920FB421,9200B421,,,0
9200LTN1,920FLTN1,BA,,30
9200LTN1,920FLTN1,BE,,30
9200LTN1,920FLTN1,,,30
920FLTN1,9200LTN1,,,30
9200LTN1,920FLTN1,U2,,30
9200LYX1,920FLYX1,,,0
920FLYX1,9200LYX1,,,0
9200MAN3,920FMAN3,BA,,30
9200MAN3,920FMAN3,BD,,30
9200MAN1,920FMAN1,BE,,30
9200MAN3,920FMAN3,BI,,0
9200MAN2,920FMAN2,BY,,90
9200MAN1,920FMAN1,CF,,0
9200MAN1,920FMAN1,GR,,60
9200MAN3,920FMAN3,QF,,30
9200MAN2,920FMAN2,RB,,0
9200MAN1,920FMAN1,RE,,30
9200MAN3,920FMAN3,T3,,30
9200MAN3,920FMAN3,VG,,20
9200MAN1,920FMAN1,VG,,20
9200MAN3,920FMAN3,WOW,,30
9200MAN1,920FMAN1,WW,,30
9200MAN1,920FMAN1,,,30
920FMAN1,9200MAN1,,,20
9200MAN2,920FMAN2,,,0
920FMAN2,9200MAN2,,,0
9200MAN3,920FMAN3,,,30
920FMAN3,9200MAN3,,,20
9200NCL1,920FNCL1,6G,,30
9200NCL1,920FNCL1,BA,,30
9200NCL1,920FNCL1,BE,,30
9200NCL1,920FNCL1,,,50
920FNCL1,9200NCL1,,,30
9200NCL1,920FNCL1,T3,,30
9200NCL1,920FNCL1,U2,,30
9200NQY1,920FNQY1,,,60
920FNQY1,9200NQY1,,,30
9200NQY1,920FNQY1,FR,,40
9200NQY1,920FNQY1,WOW,,30
9200NRL1,920FNRL1,,,30
920FNRL1,9200NRL1,,,10
9200NRL1,920FNRL1,LOG,,10
9200NWI1,920FNWI1,BD,,30
9200NWI1,920FNWI1,,,90
920FNWI1,9200NWI1,,,10
9200NWI1,920FNWI1,T3,,30
9200GBN1,920FGBN1,,,0
920FGBN1,9200GBN1,,,0
9200OUK1,920FOUK1,,,30
920FOUK1,9200OUK1,,,10
9200OUK1,920FOUK1,LOG,,10
9200OXF1,920FOXF1,,,0
920FOXF1,9200OXF1,,,0
9200PSV1,920FPSV1,,,30
920FPSV1,9200PSV1,,,10
9200PSV1,920FPSV1,LOG,,10
9200PPW1,920FPPW1,,,30
920FPPW1,9200PPW1,,,10
9200PPW1,920FPPW1,LOG,,10
9200PZE1,920FPZE1,BS,,45
9200PZE1,920FPZE1,,,0
920FPZE1,9200PZE1,,,0
9200PSL1,920FPSL1,,,0
920FPSL1,9200PSL1,,,0
9200PLH1,920FPLH1,6G,,30
9200PLH1,920FPLH1,,,30
920FPLH1,9200PLH1,,,30
9200PLH1,920FPLH1,WOW,,30
9200PIK1,920FPIK1,,,60
920FPIK1,9200PIK1,,,15
9200PIK1,920FPIK1,FR,,40
9200PIK1,920FPIK1,WW,,30
9200NDY1,920FNDY1,,,30
920FNDY1,9200NDY1,,,10
9200NDY1,920FNDY1,LOG,,10
9200SCS1,920FSCS1,,,0
920FSCS1,9200SCS1,,,0
9200SZD1,920FSZD1,,,0
920FSZD1,9200SZD1,,,0
9200ESH1,920FESH1,,,0
920FESH1,9200ESH1,,,0
9200SOU1,920FSOU1,BA,,30
9200SOU1,920FSOU1,BE,,30
9200SOU1,920FSOU1,,,60
920FSOU1,9200SOU1,,,15
9200SOU1,920FSOU1,GR,,45
9200SOU1,920FSOU1,T3,,30
9200SEN1,920FSEN1,,,0
920FSEN1,9200SEN1,,,0
9200ISC1,920FISC1,BS,,60
9200ISC1,920FISC1,,,0
920FISC1,9200ISC1,,,0
9200STN1,920FSTN1,3W,,20
9200STN1,920FSTN1,,,30
920FSTN1,9200STN1,,,30
9200STN1,920FSTN1,FR,,40
9200STN1,920FSTN1,GR,,60
9200STN1,920FSTN1,RC,,120
9200STN1,920FSTN1,T3,,30
9200STN1,920FSTN1,U2,,30
9200SYY1,920FSYY1,BA,,30
9200SYY1,920FSYY1,BD,,30
9200SYY1,920FSYY1,,,30
920FSYY1,9200SYY1,,,10
9200SOY1,920FSOY1,,,30
920FSOY1,9200SOY1,,,10
9200SOY1,920FSOY1,LOG,,10
9200LSI1,920FLSI1,BA,,30
9200LSI1,920FLSI1,,,30
920FLSI1,9200LSI1,,,10
9200LSI1,920FLSI1,LOG,,10
9200SWS1,920FSWS1,6G,,30
9200SWS1,920FSWS1,,,30
920FSWS1,9200SWS1,,,15
9200MME1,920FMME1,BD,,30
9200MME1,920FMME1,BI,,0
9200MME1,920FMME1,,,30
920FMME1,9200MME1,,,10
9200MME1,920FMME1,T3,,30
9200MME1,920FMME1,WW,,30
9200TRE1,920FTRE1,BA,,30
9200TRE1,920FTRE1,,,30
920FTRE1,9200TRE1,,,10
9200TSO1,920FTSO1,BS,,45
9200TSO1,920FTSO1,,,30
920FTSO1,9200TSO1,,,10
9200UNT1,920FUNT1,,,0
920FUNT1,9200UNT1,,,0
9200BWF1,920FBWF1,,,0
920FBWF1,9200BWF1,,,0
9200WRY1,920FWRY1,,,30
920FWRY1,9200WRY1,,,10
9200WRY1,920FWRY1,LOG,,10
9200WHS1,920FWHS1,,,0
920FWHS1,9200WHS1,,,0
9200WIC1,920FWIC1,BA,,30
9200WIC1,920FWIC1,,,30
920FWIC1,9200WIC1,,,10
9200WIC1,920FWIC1,T3,,30
