"Exchange Point ID","Tiploc Code","CRS Code","Station Name","Easting","Northing","Date of Issue","Issue Version","NaPTAN","Group ID"
"R0001479","EUSTON","EUS","London Euston Rail Station",529545,182675,"25/05/2010","386","9100EUSTON","G1"
"R0001480","FENCHRS","FST","London Fenchurch Street Rail Station",533431,180932,"25/05/2010","386","9100FENCHRS","G1"
"R0001481","LONFLDS","LOF","London Fields Rail Station",534790,184260,"25/05/2010","386","9100LONFLDS",
"R0001483","KNGX","KGX","London Kings Cross Rail Station",530300,183000,"25/05/2010","386","9100KNGX","G1"
"R0001484","LIVST","LST","London Liverpool Street Rail Station",533176,181643,"25/05/2010","386","9100LIVST","G1"
"R0001485","MARYLBN","MYB","London Marylebone Rail Station",527500,182000,"25/05/2010","386","9100MARYLBN","G1"
"R0001486","PADTON","PAD","London Paddington Rail Station",526600,181300,"25/05/2010","386","9100PADTON","G1"
"R0001487","BRGHLRD","LRB","London Road (Brighton) Rail Station",531315,105780,"25/05/2010","386","9100BRGHLRD",
"R0001488","LRDGFD","LRD","London Road (Guildford) Rail Station",500264,150030,"25/05/2010","386","9100LRDGFD",
"R0001489","STPX","STP","London St Pancras International Rail Station",530120,182966,"25/05/2010","386","9100STPX","G1"
"R0001490","VICTRIC","VIC","London Victoria Rail Station",528900,179000,"25/05/2010","386","9100VICTRIC","G1"
"R0001492","WATRLMN","WAT","London Waterloo Rail Station",531060,179950,"25/05/2010","386","9100WATRLMN","G1"
"R0001493","WLOE","WAE","London Waterloo East Rail Station",531350,180044,"25/05/2010","386","9100WLOE",
"R0001495","LNGBKBY","LBK","Long Buckby Rail Station",462400,266680,"25/05/2010","386","9100LNGBKBY",
"R0001496","LNGEATN","LGE","Long Eaton Rail Station",448000,332200,"25/05/2010","386","9100LNGEATN",
"R0001497","LPRESTN","LPR","Long Preston Rail Station",383350,457900,"25/05/2010","386","9100LPRESTN",
"R0001498","LONGBCK","LGK","Longbeck Rail Station",462750,521990,"25/05/2010","386","9100LONGBCK",
"R0001499","LONB","LOB","Longbridge Rail Station",401370,277600,"25/05/2010","386","9100LONB",
"R0001500","LNGCROS","LNG","Longcross Rail Station",497897,166062,"25/05/2010","386","9100LNGCROS",
"R0001501","LGFD","LGF","Longfield Rail Station",560129,168857,"25/05/2010","386","9100LGFD",
"R0001502","LNGNDRY","LND","Longniddry Rail Station",344660,676300,"25/05/2010","386","9100LNGNDRY",
"R0001503","LNGP","LPT","Longport Rail Station",385585,349423,"25/05/2010","386","9100LNGP",
"R0001504","LNTN","LGN","Longton Rail Station",390900,343600,"25/05/2010","386","9100LNTN",
"R0001505","LOOE","LOO","Looe Rail Station",225390,53920,"25/05/2010","386","9100LOOE",
"R0001506","LOSTCKP","LOT","Lostock Rail Station",367367,408594,"25/05/2010","386","9100LOSTCKP",
"R0001507","LSTG","LTG","Lostock Gralam Rail Station",369070,374620,"25/05/2010","386","9100LSTG",
"R0001508","LSTH","LOH","Lostock Hall Rail Station",354760,425490,"25/05/2010","386","9100LSTH",
"R0001509","LSTWTHL","LOS","Lostwithiel Rail Station",210700,59800,"25/05/2010","386","9100LSTWTHL","G384"
"R0001510","LOGHBRO","LBO","Loughborough (Leics) Rail Station",454335,320455,"25/05/2010","386","9100LOGHBRO","G385"
"R0001511","LBGHJN","LGJ","Loughborough Junction Rail Station",531900,175900,"25/05/2010","386","9100LBGHJN",
"R0001512","LOWDHAM","LOW","Lowdham Rail Station",467360,345980,"25/05/2010","386","9100LOWDHAM",
"R0001513","LSYDNHM","LSY","Lower Sydenham Rail Station",536830,171370,"25/05/2010","386","9100LSYDNHM",
"R0001514","LOWSTFT","LWT","Lowestoft Rail Station",654747,292890,"25/05/2010","386","9100LOWSTFT","G386"
"R0001515","LUDLOW","LUD","Ludlow Rail Station",351400,275000,"25/05/2010","386","9100LUDLOW",
"R0001517","LUTON","LUT","Luton Rail Station",509259,221604,"25/05/2010","386","9100LUTON","G94"
"R0001518","LUTOAPY","LTN","Luton Airport Parkway Rail Station",510533,220534,"25/05/2010","386","9100LUTOAPY","G95"
"R0001520","LUXULYN","LUX","Luxulyan Rail Station",204800,58100,"25/05/2010","386","9100LUXULYN",
"R0001521","LYDNEY","LYD","Lydney Rail Station",363400,201900,"25/05/2010","386","9100LYDNEY",
"R0001522","LYEE","LYE","Lye (West Midlands) Rail Station",392220,284670,"25/05/2010","386","9100LYEE",
"R0001523","LMTNPIR","LYP","Lymington Pier Rail Station",433287,95517,"25/05/2010","386","9100LMTNPIR",
"R0001524","LMTNTWN","LYT","Lymington Town Rail Station",432741,95804,"25/05/2010","386","9100LMTNTWN","G387"
"R0001525","LYMPSTC","LYC","Lympstone Commando Rail Station",298260,85720,"25/05/2010","386","9100LYMPSTC",
"R0001526","LYMPSTN","LYM","Lympstone Village Rail Station",298925,84156,"25/05/2010","386","9100LYMPSTN",
"R0001527","LYTHAM","LTM","Lytham Rail Station",336510,427420,"25/05/2010","386","9100LYTHAM","G388"
"R0001528","MACLSFD","MAC","Macclesfield Rail Station",392000,373600,"25/05/2010","386","9100MACLSFD",
"R0001529","MCHYNLT","MCN","Machynlleth Rail Station",274480,301320,"25/05/2010","386","9100MCHYNLT",
"R0001531","MAESTGW","MST","Maesteg Rail Station",285520,191420,"25/05/2010","386","9100MAESTGW",
"R0001532","MAESTER","MEW","Maesteg (Ewenny Road) Rail Station",285900,190900,"25/05/2010","386","9100MAESTER",
"R0001533","MAGHULL","MAG","Maghull Rail Station",338360,401490,"25/05/2010","386","9100MAGHULL","G389"
"R0001534","MDNNWTN","MDN","Maiden Newton Rail Station",359950,97980,"25/05/2010","386","9100MDNNWTN",
"R0001535","MDNHEAD","MAI","Maidenhead Rail Station",488725,180745,"25/05/2010","386","9100MDNHEAD",
"R0001536","MSTONEB","MDB","Maidstone Barracks Rail Station",575440,156115,"25/05/2010","386","9100MSTONEB","G35"
"R0001537","MSTONEE","MDE","Maidstone East Rail Station",575949,156206,"25/05/2010","386","9100MSTONEE","G35"
"R0001538","MSTONEW","MDW","Maidstone West Rail Station",575592,155374,"25/05/2010","386","9100MSTONEW","G35"
"R0001539","MALDENM","MAL","Malden Manor Rail Station",521100,166500,"25/05/2010","386","9100MALDENM",
"R0001540","MLAIG","MLG","Mallaig Rail Station",167560,797060,"25/05/2010","386","9100MLAIG",
"R0001541","MALTON","MLT","Malton Rail Station",478690,471360,"25/05/2010","386","9100MALTON",
"R0001542","MLVRNLK","MVL","Malvern Link Rail Station",378200,247500,"25/05/2010","386","9100MLVRNLK","G390"
"R0001543","MNCRIAP","MIA","Manchester Airport Rail Station",381932,385387,"25/05/2010","386","9100MNCRIAP","G96"
"R0001544","MNCROXR","MCO","Manchester Oxford Road Rail Station",384035,397505,"25/05/2010","386","9100MNCROXR","G21"
"R0001545","MNCRPIC","MAN","Manchester Piccadilly Rail Station",384772,397873,"25/05/2010","386","9100MNCRPIC","G21"
"R0001546","MNCRVIC","MCV","Manchester Victoria Rail Station",384000,399000,"25/05/2010","386","9100MNCRVIC","G21"
"R0001547","MANEA","MNE","Manea Rail Station",547928,291110,"25/05/2010","386","9100MANEA",
"R0001548","MANNGTR","MNG","Manningtree Rail Station",609374,232220,"25/05/2010","386","9100MANNGTR",
"R0001549","MANRPK","MNP","Manor Park Rail Station",541973,185716,"25/05/2010","386","9100MANRPK",
"R0001550","MNRD","MNR","Manor Road Rail Station",322200,389300,"25/05/2010","386","9100MNRD",
"R0001551","MNORBER","MRB","Manorbier Rail Station",207000,199400,"25/05/2010","386","9100MNORBER",
"R0001552","MANORS","MAS","Manors Rail Station",425400,564310,"25/05/2010","386","9100MANORS",
"R0001553","MFLDTWN","MFT","Mansfield Rail Station",453800,360900,"25/05/2010","386","9100MFLDTWN","G391"
"R0001555","MFLDWSE","MSW","Mansfield Woodhouse Rail Station",453472,363240,"25/05/2010","386","9100MFLDWSE",
"R0001556","MRCH","MCH","March Rail Station",541857,297838,"25/05/2010","386","9100MRCH","G392"
"R0001557","MARDEN","MRN","Marden Rail Station",574375,144725,"25/05/2010","386","9100MARDEN",
"R0001558","MARGATE","MAR","Margate Rail Station",634720,170550,"25/05/2010","386","9100MARGATE","G393"
"R0001559","MRKTHRB","MHR","Market Harborough Rail Station",474200,287500,"25/05/2010","386","9100MRKTHRB","G394"
"R0001560","MKTR","MKR","Market Rasen Rail Station",510700,388800,"25/05/2010","386","9100MKTR",
"R0001561","MKIN","MNC","Markinch Rail Station",329940,701510,"25/05/2010","386","9100MKIN",
"R0001562","MRKSTEY","MKT","Marks Tey Rail Station",591668,223925,"25/05/2010","386","9100MRKSTEY",
"R0001563","MARLOW","MLW","Marlow Rail Station",485590,186512,"25/05/2010","386","9100MARLOW",
"R0001564","MARPLE","MPL","Marple Rail Station",396290,389320,"25/05/2010","386","9100MARPLE",
"R0001565","MRSN","MSN","Marsden Rail Station",404680,411849,"25/05/2010","386","9100MRSN",
"R0001566","MRSK","MSK","Marske Rail Station",463500,521800,"25/05/2010","386","9100MRSK",
"R0001567","MRSTNGR","MGN","Marston Green Rail Station",416700,285500,"25/05/2010","386","9100MRSTNGR",
"R0001568","MMIL","MTM","Martin Mill Rail Station",634155,146600,"25/05/2010","386","9100MMIL",
"R0001569","MHERON","MAO","Martins Heron Rail Station",488800,168390,"25/05/2010","386","9100MHERON",
"R0001570","MARTON","MTO","Marton Rail Station",451950,516860,"25/05/2010","386","9100MARTON",
"R0001571","MRYHILL","MYH","Maryhill Rail Station",256160,669510,"25/05/2010","386","9100MRYHILL",
"R0001572","MRYLAND","MYL","Maryland Rail Station",539183,184927,"25/05/2010","386","9100MRYLAND",
"R0001573","MPRT","MRY","Maryport Rail Station",303800,536200,"25/05/2010","386","9100MPRT","G395"
"R0001574","MATLOCK","MAT","Matlock Rail Station",429600,360200,"25/05/2010","386","9100MATLOCK","G397"
"R0001575","MATLCKB","MTB","Matlock Bath Rail Station",429700,358400,"25/05/2010","386","9100MATLCKB","G396"
"R0001576","MLDTHRD","MAU","Mauldeth Road Rail Station",386195,392940,"25/05/2010","386","9100MLDTHRD",
"R0001577","MAXWLPK","MAX","Maxwell Park Rail Station",256770,662870,"25/05/2010","386","9100MAXWLPK",
"R0001578","MAYBOLE","MAY","Maybole Rail Station",229860,610030,"25/05/2010","386","9100MAYBOLE",
"R0001579","MAZEH","MZH","Maze Hill Rail Station",539175,177865,"25/05/2010","386","9100MAZEH",
"R0001580","MEADWHL","MHS","Meadowhall Rail Station",439070,391280,"25/05/2010","386","9100MEADWHL",
"R0001581","MELDRTH","MEL","Meldreth Rail Station",537730,245500,"25/05/2010","386","9100MELDRTH",
"R0001582","MELKSHM","MKM","Melksham Rail Station",390040,164540,"25/05/2010","386","9100MELKSHM","G398"
"R0001584","MELTON","MES","Melton (Suffolk) Rail Station",628710,250380,"25/05/2010","386","9100MELTON",
"R0001585","MLTNSDG","MMO","Melton Mowbray Rail Station",475300,318700,"25/05/2010","386","9100MLTNSDG",
"R0001586","MENHENT","MEN","Menheniot Rail Station",228970,61260,"25/05/2010","386","9100MENHENT",
"R0001587","MENSTON","MNN","Menston Rail Station",417480,444050,"25/05/2010","386","9100MENSTON",
"R0001588","MELS","MEO","Meols Rail Station",323350,389800,"25/05/2010","386","9100MELS",
"R0001589","MEOLSCP","MEC","Meols Cop Rail Station",335592,417083,"25/05/2010","386","9100MEOLSCP",
"R0001590","MEOPHAM","MEP","Meopham Rail Station",564100,167900,"25/05/2010","386","9100MEOPHAM",
"R0001591","MERSTHM","MHM","Merstham Rail Station",529155,153291,"25/05/2010","386","9100MERSTHM",
"R0001592","MERTHYR","MER","Merthyr Tydfil Rail Station",305008,205996,"25/05/2010","386","9100MERTHYR","G399"
"R0001593","MERTHRV","MEV","Merthyr Vale Rail Station",307700,199500,"25/05/2010","386","9100MERTHRV",
"R0001594","MTHRNGH","MGM","Metheringham Rail Station",507700,361400,"25/05/2010","386","9100MTHRNGH",
"R0001595","GTSHDMC","MCE","Metrocentre Rail Station",421510,562730,"25/05/2010","386","9100GTSHDMC",
"R0001596","MEXBRGH","MEX","Mexborough Rail Station",447300,399600,"25/05/2010","386","9100MEXBRGH",
"R0001597","MCHLDVR","MIC","Micheldever Rail Station",451772,142833,"25/05/2010","386","9100MCHLDVR",
"R0001598","MCKLFLD","MIK","Micklefield Rail Station",444610,432740,"25/05/2010","386","9100MCKLFLD",
"R0001599","MDLSBRO","MBR","Middlesbrough Rail Station",449564,520702,"25/05/2010","386","9100MDLSBRO","G98"
"R0001600","MDWD","MDL","Middlewood Rail Station",394550,384790,"25/05/2010","386","9100MDWD",
"R0001601","MIDGHAM","MDG","Midgham Rail Station",457305,166647,"25/05/2010","386","9100MIDGHAM",
"R0001602","MLFORD","MLF","Milford (Surrey) Rail Station",495406,141335,"25/05/2010","386","9100MLFORD",
"R0001603","MLFDHVN","MFH","Milford Haven Rail Station",190026,206183,"25/05/2010","386","9100MLFDHVN","G400"
"R0001604","MLHL","MLH","Mill Hill (Lancs) Rail Station",367000,426680,"25/05/2010","386","9100MLHL",
"R0001605","MLHB","MIL","Mill Hill Broadway Rail Station",521300,191900,"25/05/2010","386","9100MLHB",
"R0001606","MLBRKB","MLB","Millbrook (Beds) Rail Station",500707,240510,"25/05/2010","386","9100MLBRKB",
"R0001607","MBRK","MBK","Millbrook (Hants) Rail Station",439900,112600,"25/05/2010","386","9100MBRK",
"R0001608","MILKNPK","MIN","Milliken Park Rail Station",241400,662000,"25/05/2010","386","9100MILKNPK",
"R0001609","MLLM","MLM","Millom Rail Station",317200,480200,"25/05/2010","386","9100MLLM",
"R0001610","MLSHILL","MIH","Mills Hill (Manchester) Rail Station",388734,406089,"25/05/2010","386","9100MLSHILL",
"R0001611","MLGV","MLN","Milngavie Rail Station",255500,674400,"25/05/2010","386","9100MLGV",
"R0001612","MILNROW","MLR","Milnrow Rail Station (closed)",392720,412400,"25/05/2010","386","9100MILNROW",
"R0001613","MKNSCEN","MKC","Milton Keynes Central Rail Station",484189,238029,"25/05/2010","386","9100MKNSCEN","G99"
"R0001614","MINFORD","MFF","Minffordd Rail Station",259940,338560,"25/05/2010","386","9100MINFORD",
"R0001615","MINFFR","MFD","Minffordd Ffestiniog Railway Station",259990,338530,"25/05/2010","386","9100MINFFR",
"R0001616","MINSTER","MSR","Minster Rail Station",631192,164122,"25/05/2010","386","9100MINSTER",
"R0001617","MIRFILD","MIR","Mirfield Rail Station",420460,419500,"25/05/2010","386","9100MIRFILD","G401"
"R0001618","MISTLEY","MIS","Mistley Rail Station",611884,231722,"25/05/2010","386","9100MISTLEY",
"R0001619","MITCHMJ","MIJ","Mitcham Junction Rail Station",528300,167600,"25/05/2010","386","9100MITCHMJ",
"R0001620","MOBERLY","MOB","Mobberley Rail Station",377900,381500,"25/05/2010","386","9100MOBERLY",
"R0001621","MONIFTH","MON","Monifieth Rail Station",349700,732300,"25/05/2010","386","9100MONIFTH",
"R0001622","MNKRISB","MRS","Monks Risborough Rail Station",480937,204765,"25/05/2010","386","9100MNKRISB",
"R0001623","MONPELR","MTP","Montpelier Rail Station",359205,174540,"25/05/2010","386","9100MONPELR",
"R0001624","MONTRSE","MTS","Montrose Rail Station",371200,758000,"25/05/2010","386","9100MONTRSE","G402"
"R0001626","MORFLDS","MRF","Moorfields Rail Station",334340,390650,"25/05/2010","386","9100MORFLDS","G20"
"R0001627","MRGT","MOG","Moorgate Rail Station",532600,181700,"25/05/2010","386","9100MRGT","G1"
"R0001629","MRSD","MSD","Moorside Rail Station",376770,402235,"25/05/2010","386","9100MRSD",
"R0001630","MORTHRP","MRP","Moorthorpe Rail Station",446100,411100,"25/05/2010","386","9100MORTHRP",
"R0001631","MORAR","MRR","Morar Rail Station",167800,793000,"25/05/2010","386","9100MORAR",
"R0001632","MOCHARD","MRD","Morchard Road Rail Station",275000,105100,"25/05/2010","386","9100MOCHARD",
"R0001633","MORDENS","MDS","Morden South Rail Station",525300,167900,"25/05/2010","386","9100MORDENS",
"R0001634","MORCAME","MCM","Morecambe Rail Station",343210,464170,"25/05/2010","386","9100MORCAME","G403"
"R0001635","MORETON","MTN","Moreton (Dorset) Rail Station",378000,89100,"25/05/2010","386","9100MORETON",
"R0001636","MOTO","MRT","Moreton (Merseyside) Rail Station",326074,390621,"25/05/2010","386","9100MOTO",
"R0001637","MINMARS","MIM","Moreton-in-Marsh Rail Station",420670,232690,"25/05/2010","386","9100MINMARS","G404"
"R0001638","MFAM","MFA","Morfa Mawddach Rail Station",262800,314100,"25/05/2010","386","9100MFAM",
"R0001639","MRLY","MLY","Morley Rail Station",427070,428250,"25/05/2010","386","9100MRLY",
"R0001640","MRPTHRP","MPT","Morpeth Rail Station",420300,585400,"25/05/2010","386","9100MRPTHRP","G405"
"R0001641","MTIMER","MOR","Mortimer Rail Station",467233,164110,"25/05/2010","386","9100MTIMER",
"R0001642","MRTLKE","MTL","Mortlake Rail Station",520500,175800,"25/05/2010","386","9100MRTLKE",
"R0001643","MSGT","MSS","Moses Gate Rail Station",373520,406670,"25/05/2010","386","9100MSGT",
"R0001644","MSSD","MOS","Moss Side Rail Station",337900,430200,"25/05/2010","386","9100MSSD",
"R0001645","MOSSLEY","MSL","Mossley (Manchester) Rail Station",397360,402034,"25/05/2010","386","9100MOSSLEY",
"R0001646","MSLH","MSH","Mossley Hill Rail Station",339200,387300,"25/05/2010","386","9100MSLH",
"R0001647","MSSPARK","MPK","Mosspark Rail Station",253080,663340,"25/05/2010","386","9100MSSPARK",
"R0001648","MSTN","MSO","Moston Rail Station",388759,402986,"25/05/2010","386","9100MSTN",
"R0001649","MOTHRWL","MTH","Motherwell Rail Station",275054,657175,"25/05/2010","386","9100MOTHRWL","G406"
"R0001650","MOTSPRP","MOT","Motspur Park Rail Station",522600,167700,"25/05/2010","386","9100MOTSPRP",
"R0001651","MOTNGHM","MTG","Mottingham Rail Station",542600,173200,"25/05/2010","386","9100MOTNGHM",
"R0001652","MLDSWTH","MLD","Mouldsworth Rail Station",351220,370780,"25/05/2010","386","9100MLDSWTH",
"R0001653","MLSECMB","MCB","Moulsecoomb Rail Station",532530,106930,"25/05/2010","386","9100MLSECMB",
"R0001654","MTFL","MFL","Mount Florida Rail Station",258400,661600,"25/05/2010","386","9100MTFL",
"R0001655","MNTVRNN","MTV","Mount Vernon Rail Station",266300,662800,"25/05/2010","386","9100MNTVRNN",
"R0001656","MASH","MTA","Mountain Ash Rail Station",304940,198960,"25/05/2010","386","9100MASH",
"R0001658","MUROORD","MOO","Muir of Ord Rail Station",252742,850189,"25/05/2010","386","9100MUROORD",
"R0001659","MUIREND","MUI","Muirend Rail Station",257600,659800,"25/05/2010","386","9100MUIREND",
"R0001660","MSELBGH","MUB","Musselburgh Rail Station",333050,671690,"25/05/2010","386","9100MSELBGH",
"R0001661","MYTHLMR","MYT","Mytholmroyd Rail Station",401323,425845,"25/05/2010","386","9100MYTHLMR",
"R0001662","NAFERTN","NFN","Nafferton Rail Station",505800,458500,"25/05/2010","386","9100NAFERTN",
"R0001663","NAILSEA","NLS","Nailsea & Backwell Rail Station",347900,169200,"25/05/2010","386","9100NAILSEA",
"R0001664","NAIRN","NRN","Nairn Rail Station",288160,856010,"25/05/2010","386","9100NAIRN",
"R0001665","NANTWCH","NAN","Nantwich Rail Station",365300,351900,"25/05/2010","386","9100NANTWCH","G407"
"R0001666","NRBERTH","NAR","Narberth Rail Station",212050,214710,"25/05/2010","386","9100NRBERTH",
"R0001667","NARBRO","NBR","Narborough Rail Station",454090,297350,"25/05/2010","386","9100NARBRO",
"R0001668","NAVGTNR","NVR","Navigation Road Rail Station",377261,388782,"25/05/2010","386","9100NAVGTNR",
"R0001669","NEATH","NTH","Neath Rail Station",275100,197500,"25/05/2010","386","9100NEATH","G408"
"R0001670","NEEDHAM","NMT","Needham Market Rail Station",609110,254880,"25/05/2010","386","9100NEEDHAM",
"R0001671","NEILSTN","NEI","Neilston Rail Station",247900,657080,"25/05/2010","386","9100NEILSTN",
"R0001672","NLSN","NEL","Nelson Rail Station",386030,437660,"25/05/2010","386","9100NLSN","G409"
"R0001673","NESTON","NES","Neston Rail Station",329190,377800,"25/05/2010","386","9100NESTON",
"R0001674","NTHRFLD","NET","Netherfield Rail Station",461905,340845,"25/05/2010","386","9100NTHRFLD",
"R0001675","NETHRTN","NRT","Nethertown Rail Station",298550,507970,"25/05/2010","386","9100NETHRTN",
"R0001676","NETLEY","NTL","Netley Rail Station",446410,108580,"25/05/2010","386","9100NETLEY",
"R0001677","NBARNET","NBA","New Barnet Rail Station",526500,196000,"25/05/2010","386","9100NBARNET",
"R0001678","NBCKNHM","NBC","New Beckenham Rail Station",536720,170470,"25/05/2010","386","9100NBCKNHM",
"R0001679","NBTN","NBN","New Brighton Rail Station",330480,393914,"25/05/2010","386","9100NBTN",
"R0001680","NEWCLEE","NCE","New Clee Rail Station",528610,410400,"25/05/2010","386","9100NEWCLEE",
"R0001681","NWCROSS","NWX","New Cross Rail Station",536700,177100,"25/05/2010","386","9100NWCROSS",
"R0001682","NEWXGTE","NXG","New Cross Gate Rail Station",536190,176970,"25/05/2010","386","9100NEWXGTE",
"R0001683","NWCMNCK","NCK","New Cumnock Rail Station",261780,614260,"25/05/2010","386","9100NWCMNCK",
"R0001684","NWELTHM","NEH","New Eltham Rail Station",544000,173000,"25/05/2010","386","9100NWELTHM",
"R0001685","NHEY","NHY","New Hey Rail Station (closed)",393785,411617,"25/05/2010","386","9100NHEY",
"R0001686","NHOL","NHL","New Holland Rail Station",508350,424080,"25/05/2010","386","9100NHOL",
"R0001687","NWHYTHE","NHE","New Hythe Rail Station",571190,159960,"25/05/2010","386","9100NWHYTHE",
"R0001688","NEWLANE","NLN","New Lane Rail Station",342700,413100,"25/05/2010","386","9100NEWLANE",
"R0001689","NEWMLDN","NEM","New Malden Rail Station",521410,168670,"25/05/2010","386","9100NEWMLDN",
"R0001690","NWMILSC","NMC","New Mills Central Rail Station",399720,385330,"25/05/2010","386","9100NWMILSC",
"R0001691","NWMILSN","NMN","New Mills Newtown Rail Station",399530,384750,"25/05/2010","386","9100NWMILSN",
"R0001692","NMILTON","NWM","New Milton Rail Station",424234,95184,"25/05/2010","386","9100NMILTON","G410"
"R0001693","NPUD","NPD","New Pudsey Rail Station",421120,434290,"25/05/2010","386","9100NPUD",
"R0001694","NEWSGAT","NSG","New Southgate Rail Station",528670,192220,"25/05/2010","386","9100NEWSGAT",
"R0001695","NWRKCAS","NCT","Newark Castle Rail Station",479600,354300,"25/05/2010","386","9100NWRKCAS","G22"
"R0001696","NEWANG","NNG","Newark North Gate Rail Station",480470,354524,"25/05/2010","386","9100NEWANG","G22"
"R0001697","NEWBURY","NBY","Newbury Rail Station",447205,166730,"25/05/2010","386","9100NEWBURY","G411"
"R0001698","NEWBRYR","NRC","Newbury Racecourse Rail Station",448252,166830,"25/05/2010","386","9100NEWBRYR",
"R0001699","NWCSTLE","NCL","Newcastle Rail Station",424600,563820,"25/05/2010","386","9100NWCSTLE","G100"
"R0001701","NEWHVNH","NVH","Newhaven Harbour Rail Station",544943,100926,"25/05/2010","386","9100NEWHVNH",
"R0001702","NEWHVNT","NVN","Newhaven Town Rail Station",544924,101489,"25/05/2010","386","9100NEWHVNT","G412"
"R0001703","NEWNGTN","NGT","Newington Rail Station",585914,164965,"25/05/2010","386","9100NEWNGTN",
"R0001704","NWMKET","NMK","Newmarket Rail Station",564400,262700,"25/05/2010","386","9100NWMKET","G175"
"R0001705","NEWPRTE","NWE","Newport (Essex) Rail Station",552231,233584,"25/05/2010","386","9100NEWPRTE",
"R0001706","NWPTRTG","NWP","Newport (S Wales) Rail Station",330914,188350,"25/05/2010","386","9100NWPTRTG","G101"
"R0001707","NEWQUAY","NQY","Newquay Rail Station",181590,61770,"25/05/2010","386","9100NEWQUAY","G176"
"R0001708","NWSTEAD","NSD","Newstead Rail Station",452200,353000,"25/05/2010","386","9100NWSTEAD",
"R0001709","NWTL","NTN","Newton (S Lanarks) Rail Station",266450,660450,"25/05/2010","386","9100NWTL",
"R0001710","NABT","NTA","Newton Abbot Rail Station",286752,71200,"25/05/2010","386","9100NABT","G414"
"R0001711","NWTA","NAY","Newton Aycliffe Rail Station",426600,524360,"25/05/2010","386","9100NWTA",
"R0001712","NWTH","NWN","Newton for Hyde Rail Station",395639,395516,"25/05/2010","386","9100NWTH",
"R0001713","NSTCYRE","NTC","Newton St Cyres Rail Station",288040,98910,"25/05/2010","386","9100NSTCYRE",
"R0001714","NWTNLW","NLW","Newton-le-Willows Rail Station",359350,395320,"25/05/2010","386","9100NWTNLW",
"R0001715","NWTOA","NOA","Newton-on-Ayr Rail Station",234130,623160,"25/05/2010","386","9100NWTOA",
"R0001716","NWTM","NWR","Newtonmore Rail Station",271580,798450,"25/05/2010","386","9100NWTM","G415"
"R0001717","NWTP","NWT","Newtown (Powys) Rail Station",311100,291300,"25/05/2010","386","9100NWTP","G416"
"R0001718","NINIANP","NNP","Ninian Park Rail Station",316660,175960,"25/05/2010","386","9100NINIANP",
"R0001719","NITSH","NIT","Nitshill Rail Station",252210,660150,"25/05/2010","386","9100NITSH",
"R0001720","NRBITON","NBT","Norbiton Rail Station",519430,169560,"25/05/2010","386","9100NRBITON",
"R0001721","NORBURY","NRB","Norbury Rail Station",530710,169720,"25/05/2010","386","9100NORBURY",
"R0001722","NRMNSBY","NSB","Normans Bay Rail Station",568385,105672,"25/05/2010","386","9100NRMNSBY",
"R0001723","NORMNTN","NOR","Normanton Rail Station",438160,422760,"25/05/2010","386","9100NORMNTN",
"R0001724","NBERWCK","NBW","North Berwick Rail Station",354590,685150,"25/05/2010","386","9100NBERWCK",
"R0001725","NTHCAMP","NCM","North Camp Rail Station",488600,153725,"25/05/2010","386","9100NTHCAMP",
"R0001726","NDULWCH","NDL","North Dulwich Rail Station",532950,174570,"25/05/2010","386","9100NDULWCH",
"R0001727","NLANRST","NLR","North Llanrwst Rail Station",279520,362260,"25/05/2010","386","9100NLANRST",
"R0001728","NQNSFRY","NQU","North Queensferry Rail Station",313150,680830,"25/05/2010","386","9100NQNSFRY",
"R0001729","NTRD","NRD","North Road Rail Station",428960,515750,"25/05/2010","386","9100NTRD",
"R0001730","NSHEEN","NSH","North Sheen Rail Station",519130,175440,"25/05/2010","386","9100NSHEEN",
"R0001731","NWALSHM","NWA","North Walsham Rail Station",628160,329740,"25/05/2010","386","9100NWALSHM",
"R0001732","NWEMBLY","NWB","North Wembley Rail Station",517660,186220,"25/05/2010","386","9100NWEMBLY",
"R0001734","NLRTN","NTR","Northallerton Rail Station",436430,493200,"25/05/2010","386","9100NLRTN",
"R0001735","NMPTN","NMP","Northampton Rail Station",474759,260486,"25/05/2010","386","9100NMPTN","G102"
"R0001736","NRTF","NFD","Northfield Rail Station",402420,278910,"25/05/2010","386","9100NRTF",
"R0001737","NRTHFLT","NFL","Northfleet Rail Station",561621,174435,"25/05/2010","386","9100NRTHFLT",
"R0001738","NTHOLTP","NLT","Northolt Park Rail Station",513830,185580,"25/05/2010","386","9100NTHOLTP",
"R0001739","NMBRLPK","NUM","Northumberland Park Rail Station",534900,191000,"25/05/2010","386","9100NMBRLPK",
"R0001740","NTHWICH","NWI","Northwich Rail Station",366950,373943,"25/05/2010","386","9100NTHWICH",
"R0001741","NTNB","NTB","Norton Bridge Rail Station",387270,329930,"25/05/2010","386","9100NTNB",
"R0001742","NRCH","NRW","Norwich Rail Station",623900,308400,"25/05/2010","386","9100NRCH","G103"
"R0001743","NORWDJ","NWD","Norwood Junction Rail Station",534000,168200,"25/05/2010","386","9100NORWDJ",
"R0001744","NTNG","NOT","Nottingham Rail Station",457421,339204,"25/05/2010","386","9100NTNG","G104"
"R0001745","NNTN","NUN","Nuneaton Rail Station",436470,292190,"25/05/2010","386","9100NNTN","G417"
