"Exchange Point ID","Tiploc Code","CRS Code","Station Name","Easting","Northing","Date of Issue","Issue Version","NaPTAN","Group ID"
"R0000733","DRTWCHS","DTW","Droitwich Spa Rail Station",389290,263350,"25/05/2010","386","9100DRTWCHS","G299"
"R0000734","DRONFLD","DRO","Dronfield Rail Station",435500,378400,"25/05/2010","386","9100DRONFLD",
"R0000735","DRMCHPL","DMC","Drumchapel Rail Station",252380,670490,"25/05/2010","386","9100DRMCHPL","G300"
"R0000736","DRMFCHR","DFR","Drumfrochar Rail Station",226800,675500,"25/05/2010","386","9100DRMFCHR",
"R0000737","DRMGLCH","DRU","Drumgelloch Rail Station",277810,665355,"25/05/2010","386","9100DRMGLCH",
"R0000738","DRUMRY","DMY","Drumry Rail Station",250967,670514,"25/05/2010","386","9100DRUMRY",
"R0000740","DUDESTN","DUD","Duddeston Rail Station",408830,287835,"25/05/2010","386","9100DUDESTN",
"R0000742","DUDLPT","DDP","Dudley Port Rail Station",396740,291865,"25/05/2010","386","9100DUDLPT",
"R0000743","DUFIELD","DFI","Duffield Rail Station",434600,343500,"25/05/2010","386","9100DUFIELD",
"R0000744","DUIRNSH","DRN","Duirinish Rail Station",177845,831521,"25/05/2010","386","9100DUIRNSH",
"R0000745","DUKEST","DST","Duke Street Rail Station",261580,665020,"25/05/2010","386","9100DUKEST",
"R0000746","DULNGHM","DUL","Dullingham Rail Station",561832,258575,"25/05/2010","386","9100DULNGHM",
"R0000747","DMBRTNC","DBC","Dumbarton Central Rail Station",239800,675600,"25/05/2010","386","9100DMBRTNC","G301"
"R0000748","DMBRTNE","DBE","Dumbarton East Rail Station",240580,675080,"25/05/2010","386","9100DMBRTNE",
"R0000749","DUMBRCK","DUM","Dumbreck Rail Station",256030,663708,"25/05/2010","386","9100DUMBRCK",
"R0000750","DUMFRES","DMF","Dumfries Rail Station",297660,576520,"25/05/2010","386","9100DUMFRES","G302"
"R0000751","DUMPTNP","DMP","Dumpton Park Rail Station",638670,166307,"25/05/2010","386","9100DUMPTNP",
"R0000752","DUNBAR","DUN","Dunbar Rail Station",368080,678490,"25/05/2010","386","9100DUNBAR",
"R0000753","DUNANE","DBL","Dunblane Rail Station",278110,700990,"25/05/2010","386","9100DUNANE","G303"
"R0000754","MOTFONT","DBG","Mottisfont & Dunbridge Rail Station",431881,126146,"25/05/2010","386","9100MOTFONT",
"R0000755","DUNCRAG","DCG","Duncraig Rail Station",181207,833239,"25/05/2010","386","9100DUNCRAG",
"R0000756","DUNDETB","DEE","Dundee Rail Station",340242,729793,"25/05/2010","386","9100DUNDETB","G67"
"R0000757","DNFRMLE","DFE","Dunfermline Town Rail Station",309668,687102,"25/05/2010","386","9100DNFRMLE","G322"
"R0000758","DUNKELD","DKD","Dunkeld & Birnam Rail Station",303080,741680,"25/05/2010","386","9100DUNKELD",
"R0000759","DNLP","DNL","Dunlop Rail Station",241000,649400,"25/05/2010","386","9100DNLP",
"R0000763","DNSN","DOT","Dunston Rail Station",423025,561770,"25/05/2010","386","9100DNSN",
"R0000764","DTNG","DNG","Dunton Green Rail Station",551454,157500,"25/05/2010","386","9100DTNG",
"R0000765","DRHM","DHM","Durham Rail Station",427000,542800,"25/05/2010","386","9100DRHM","G68"
"R0000766","DRNGTOS","DUR","Durrington-on-Sea Rail Station",512000,103200,"25/05/2010","386","9100DRNGTOS",
"R0000767","DYCE","DYC","Dyce Rail Station",388480,812780,"25/05/2010","386","9100DYCE",
"R0000768","DYFRYNA","DYF","Dyffryn Ardudwy Rail Station",258170,323330,"25/05/2010","386","9100DYFRYNA",
"R0000769","EGLSCLF","EAG","Eaglescliffe Rail Station",442200,515100,"25/05/2010","386","9100EGLSCLF",
"R0000770","EALINGB","EAL","Ealing Broadway Rail Station",517938,180913,"25/05/2010","386","9100EALINGB",
"R0000772","ERLSTWN","ERL","Earlestown Rail Station",357750,395120,"25/05/2010","386","9100ERLSTWN",
"R0000773","ERLY","EAR","Earley Rail Station",475300,171900,"25/05/2010","386","9100ERLY",
"R0000774","ERLFLD","EAD","Earlsfield Rail Station",526050,173040,"25/05/2010","386","9100ERLFLD",
"R0000776","EARLSWD","ELD","Earlswood (Surrey) Rail Station",527820,149160,"25/05/2010","386","9100EARLSWD",
"R0000777","ELWD","EWD","Earlswood (West Midlands) Rail Station",409550,274290,"25/05/2010","386","9100ELWD",
"R0000778","EBOLDON","EBL","East Boldon Rail Station",437230,561460,"25/05/2010","386","9100EBOLDON",
"R0000780","ECROYDN","ECR","East Croydon Rail Station",532841,165770,"25/05/2010","386","9100ECROYDN","G8"
"R0000781","EDIDBRY","EDY","East Didsbury Rail Station",385340,390300,"25/05/2010","386","9100EDIDBRY",
"R0000782","EDULWCH","EDW","East Dulwich Rail Station",533440,175360,"25/05/2010","386","9100EDULWCH",
"R0000783","EFARLGH","EFL","East Farleigh Rail Station",573484,153607,"25/05/2010","386","9100EFARLGH",
"R0000784","EGRFRTH","EGF","East Garforth Rail Station",441580,433050,"25/05/2010","386","9100EGRFRTH",
"R0000785","EGRNSTD","EGR","East Grinstead Rail Station",538800,138200,"25/05/2010","386","9100EGRNSTD","G304"
"R0000786","EKILBRD","EKL","East Kilbride Rail Station",263310,654670,"25/05/2010","386","9100EKILBRD","G305"
"R0000787","EMALING","EML","East Malling Rail Station",570200,156900,"25/05/2010","386","9100EMALING",
"R0000788","ETILBRY","ETL","East Tilbury Rail Station",567634,178969,"25/05/2010","386","9100ETILBRY",
"R0000789","EWRTHNG","EWR","East Worthing Rail Station",515975,103745,"25/05/2010","386","9100EWRTHNG",
"R0000790","EBOURNE","EBN","Eastbourne Rail Station",560959,99124,"25/05/2010","386","9100EBOURNE","G69"
"R0000791","EASTBRK","EBK","Eastbrook Rail Station",316260,171650,"25/05/2010","386","9100EASTBRK",
"R0000792","ESHS","EST","Easterhouse Rail Station",268210,664960,"25/05/2010","386","9100ESHS",
"R0000793","ESTHRAK","ERA","Eastham Rake Rail Station",334721,379404,"25/05/2010","386","9100ESTHRAK",
"R0000794","ELGH","ESL","Eastleigh Rail Station",445732,119071,"25/05/2010","386","9100ELGH","G306"
"R0000795","ESTRNGT","EGN","Eastrington Rail Station",480034,429437,"25/05/2010","386","9100ESTRNGT",
"R0000796","ECCLES","ECC","Eccles Rail Station",377900,398790,"25/05/2010","386","9100ECCLES",
"R0000797","ECLR","ECS","Eccles Road Rail Station",601820,290030,"25/05/2010","386","9100ECLR",
"R0000798","ECPK","ECL","Eccleston Park Rail Station",348270,392950,"25/05/2010","386","9100ECPK",
"R0000799","EDALE","EDL","Edale Rail Station",412320,385340,"25/05/2010","386","9100EDALE",
"R0000800","EDPK","EDN","Eden Park Rail Station",537420,167525,"25/05/2010","386","9100EDPK",
"R0000801","EDNB","EBR","Edenbridge Rail Station",544040,147487,"25/05/2010","386","9100EDNB","G11"
"R0000802","EDNT","EBT","Edenbridge Town Rail Station",544522,146571,"25/05/2010","386","9100EDNT","G11"
"R0000803","EDGH","EDG","Edge Hill Rail Station",337170,389950,"25/05/2010","386","9100EDGH",
"R0000804","EDINBUR","EDB","Edinburgh Rail Station",325900,673900,"25/05/2010","386","9100EDINBUR","G70"
"R0000806","EDMNGRN","EDR","Edmonton Green Rail Station",534310,193570,"25/05/2010","386","9100EDMNGRN",
"R0000807","EFNGHMJ","EFF","Effingham Junction Rail Station",510271,155892,"25/05/2010","386","9100EFNGHMJ",
"R0000808","EGGESFD","EGG","Eggesford Rail Station",268230,111480,"25/05/2010","386","9100EGGESFD",
"R0000809","EGHAM","EGH","Egham Rail Station",501143,171073,"25/05/2010","386","9100EGHAM",
"R0000810","EGTON","EGT","Egton Rail Station",480400,505400,"25/05/2010","386","9100EGTON",
"R0000812","ELPHNAC","EPH","Elephant & Castle Rail Station",532030,178950,"25/05/2010","386","9100ELPHNAC","G323"
"R0000813","ELGIN","ELG","Elgin Rail Station",321823,862199,"25/05/2010","386","9100ELGIN",
"R0000814","ELSMPRT","ELP","Ellesmere Port Rail Station",340330,376510,"25/05/2010","386","9100ELSMPRT","G307"
"R0000815","ELMERSE","ELE","Elmers End Rail Station",535790,168390,"25/05/2010","386","9100ELMERSE",
"R0000816","ELMW","ESD","Elmstead Woods Rail Station",542250,170660,"25/05/2010","386","9100ELMW",
"R0000817","ELMSWEL","ESW","Elmswell Rail Station",598970,263980,"25/05/2010","386","9100ELMSWEL",
"R0000818","ELSC","ELR","Elsecar Rail Station",438080,400370,"25/05/2010","386","9100ELSC",
"R0000819","ELSENHM","ESM","Elsenham Rail Station",553321,227014,"25/05/2010","386","9100ELSENHM",
"R0000820","ELTR","ELS","Elstree & Borehamwood Rail Station",519100,196300,"25/05/2010","386","9100ELTR",
"R0000821","ELTHAM","ELW","Eltham Rail Station",542700,174960,"25/05/2010","386","9100ELTHAM","G308"
"R0000822","ELTON","ELO","Elton & Orston Rail Station",477000,340000,"25/05/2010","386","9100ELTON",
"R0000823","ELYY","ELY","Ely Rail Station",554350,279440,"25/05/2010","386","9100ELYY","G309"
"R0000824","EMRSPKH","EMP","Emerson Park Rail Station",553965,187865,"25/05/2010","386","9100EMRSPKH",
"R0000825","EMSWTH","EMS","Emsworth Rail Station",474800,106300,"25/05/2010","386","9100EMSWTH",
"R0000826","ENFC","ENC","Enfield Chase Rail Station",532180,196666,"25/05/2010","386","9100ENFC","G12"
"R0000827","ENFLDLK","ENL","Enfield Lock Rail Station",536427,198745,"25/05/2010","386","9100ENFLDLK",
"R0000828","ENFLDTN","ENF","Enfield Town Rail Station",532970,196550,"25/05/2010","386","9100ENFLDTN","G12"
"R0000829","ENTWISL","ENT","Entwistle Rail Station",372700,417800,"25/05/2010","386","9100ENTWISL",
"R0000830","EPSM","EPS","Epsom Rail Station",520700,160900,"25/05/2010","386","9100EPSM",
"R0000831","EPSDNS","EPD","Epsom Downs Rail Station",522806,159759,"25/05/2010","386","9100EPSDNS",
"R0000832","ERDNGTN","ERD","Erdington Rail Station",410985,292280,"25/05/2010","386","9100ERDNGTN",
"R0000833","ERIDGE","ERI","Eridge Rail Station",554271,134488,"25/05/2010","386","9100ERIDGE",
"R0000834","ERITH","ERH","Erith Rail Station",551130,178100,"25/05/2010","386","9100ERITH",
"R0000835","ESHER","ESH","Esher Rail Station",514696,165824,"25/05/2010","386","9100ESHER",
"R0000836","ESSEXRD","EXR","Essex Road Rail Station",532120,184140,"25/05/2010","386","9100ESSEXRD",
"R0000837","ETCHNGM","ETC","Etchingham Rail Station",571431,126301,"25/05/2010","386","9100ETCHNGM",
"R0000839","EUXT","EBA","Euxton Balshaw Lane Rail Station",355500,419500,"25/05/2010","386","9100EUXT",
"R0000840","EVESHAM","EVE","Evesham Rail Station",403706,244452,"25/05/2010","386","9100EVESHAM","G310"
"R0000841","EWELLE","EWE","Ewell East Rail Station",522569,162158,"25/05/2010","386","9100EWELLE",
"R0000842","EWELW","EWW","Ewell West Rail Station",521480,162660,"25/05/2010","386","9100EWELW",
"R0000843","EXETERC","EXC","Exeter Central Rail Station",291875,92995,"25/05/2010","386","9100EXETERC",
"R0000844","EXETRSD","EXD","Exeter St Davids Rail Station",291175,93320,"25/05/2010","386","9100EXETRSD","G71"
"R0000845","EXETRST","EXT","Exeter St Thomas Rail Station",291461,91965,"25/05/2010","386","9100EXETRST",
"R0000846","EXHIBTC","EXG","Exhibition Centre (Glasgw) Rail Station",257177,665510,"25/05/2010","386","9100EXHIBTC",
"R0000847","EXMOUTH","EXM","Exmouth Rail Station",300002,81170,"25/05/2010","386","9100EXMOUTH",
"R0000848","EXTON","EXN","Exton Rail Station",298043,86399,"25/05/2010","386","9100EXTON",
"R0000849","EYNSFD","EYN","Eynsford Rail Station",553565,164934,"25/05/2010","386","9100EYNSFD",
"R0000850","FALSWTH","FLS","Failsworth Rail Station (closed)",389267,401535,"25/05/2010","386","9100FALSWTH",
"R0000851","FRBN","FRB","Fairbourne Rail Station",261600,312900,"25/05/2010","386","9100FRBN",
"R0000852","FRFD","FRF","Fairfield Rail Station",390421,397183,"25/05/2010","386","9100FRFD",
"R0000853","FAIRLIE","FRL","Fairlie Rail Station",221030,654640,"25/05/2010","386","9100FAIRLIE",
"R0000854","FRWATER","FRW","Fairwater Rail Station",314440,177940,"25/05/2010","386","9100FRWATER",
"R0000855","FALCNWD","FCN","Falconwood Rail Station",544553,175403,"25/05/2010","386","9100FALCNWD",
"R0000856","FALKRKG","FKG","Falkirk Grahamston Rail Station",288780,680290,"25/05/2010","386","9100FALKRKG","G13"
"R0000857","FALKRKH","FKK","Falkirk High Rail Station",288300,679100,"25/05/2010","386","9100FALKRKH","G13"
"R0000858","FLSCRHN","FOC","Falls of Cruachan Rail Station",207990,726750,"25/05/2010","386","9100FLSCRHN",
"R0000859","FAMR","FMR","Falmer Rail Station",534700,108700,"25/05/2010","386","9100FAMR",
"R0000860","FALMTHD","FAL","Falmouth Docks Rail Station",181777,32322,"25/05/2010","386","9100FALMTHD",
"R0000861","FALMTHT","FMT","Falmouth Town Rail Station",181110,32090,"25/05/2010","386","9100FALMTHT","G325"
"R0000862","FAMBDGE","NFA","North Fambridge Rail Station",585622,197826,"25/05/2010","386","9100FAMBDGE",
"R0000863","FAREHAM","FRM","Fareham Rail Station",456971,106257,"25/05/2010","386","9100FAREHAM","G326"
"R0000864","FRBRMN","FNB","Farnborough (Main) Rail Station",486850,156010,"25/05/2010","386","9100FRBRMN","G14"
"R0000865","FRBRNTH","FNN","Farnborough North Rail Station",487725,156630,"25/05/2010","386","9100FRBRNTH","G14"
"R0000866","FRNCMB","FNC","Farncombe Rail Station",497600,145140,"25/05/2010","386","9100FRNCMB",
"R0000867","FARNHAM","FNH","Farnham Rail Station",484446,146548,"25/05/2010","386","9100FARNHAM","G327"
"R0000868","FRNNGRD","FNR","Farningham Road Rail Station",555600,169300,"25/05/2010","386","9100FRNNGRD",
"R0000869","FRNW","FNW","Farnworth Rail Station",374400,406000,"25/05/2010","386","9100FRNW",
"R0000870","FRNDNLT","ZFD","Farringdon (London) Rail Station",531570,181880,"25/05/2010","386","9100FRNDNLT",
"R0000871","FAULDHS","FLD","Fauldhouse Rail Station",292380,660140,"25/05/2010","386","9100FAULDHS",
"R0000872","FAVRSHM","FAV","Faversham Rail Station",601585,160924,"25/05/2010","386","9100FAVRSHM",
"R0000873","FAYGATE","FGT","Faygate Rail Station",521728,134388,"25/05/2010","386","9100FAYGATE",
"R0000874","FAZKRLY","FAZ","Fazakerley Rail Station",337916,397336,"25/05/2010","386","9100FAZKRLY",
"R0000875","FEARN","FRN","Fearn Rail Station",281518,878244,"25/05/2010","386","9100FEARN",
"R0000876","FTHRSTN","FEA","Featherstone Rail Station",442410,420440,"25/05/2010","386","9100FTHRSTN",
"R0000877","FLXSTOW","FLX","Felixstowe Rail Station",630250,235146,"25/05/2010","386","9100FLXSTOW","G155"
"R0000878","FELTHAM","FEL","Feltham Rail Station",510600,173300,"25/05/2010","386","9100FELTHAM",
"R0000879","FENITON","FNT","Feniton Rail Station",309490,99330,"25/05/2010","386","9100FENITON",
"R0000880","FSTR","FEN","Fenny Stratford Rail Station",488130,234270,"25/05/2010","386","9100FSTR",
"R0000882","FERNHIL","FER","Fernhill Rail Station",303600,199560,"25/05/2010","386","9100FERNHIL",
"R0000883","FERRIBY","FRY","Ferriby Rail Station",498570,425560,"25/05/2010","386","9100FERRIBY",
"R0000884","FYSD","FYS","Ferryside Rail Station",236600,210400,"25/05/2010","386","9100FYSD",
"R0000885","FFAIRFC","FFA","Ffairfach Rail Station",262900,221200,"25/05/2010","386","9100FFAIRFC",
"R0000886","FILEY","FIL","Filey Rail Station",511370,480690,"25/05/2010","386","9100FILEY","G328"
"R0000887","FILTNEW","FIT","Filton Abbey Wood Rail Station",361060,178595,"25/05/2010","386","9100FILTNEW",
"R0000888","FNCHLYR","FNY","Finchley Road & Frognal Rail Station",526070,185050,"25/05/2010","386","9100FNCHLYR",
"R0000889","FNPK","FPK","Finsbury Park Rail Station",531358,186746,"25/05/2010","386","9100FNPK",
"R0000890","FINSTCK","FIN","Finstock Rail Station",436647,217265,"25/05/2010","386","9100FINSTCK",
"R0000891","FSHBORN","FSB","Fishbourne Rail Station",483530,105060,"25/05/2010","386","9100FSHBORN",
"R0000892","FSHRSGT","FSG","Fishersgate Rail Station",525483,105366,"25/05/2010","386","9100FSHRSGT",
"R0000893","FGDHBR","FGH","Fishguard Harbour Rail Station",195200,239000,"25/05/2010","386","9100FGDHBR","G72"
"R0000894","FISKRTN","FSK","Fiskerton Rail Station",473000,352000,"25/05/2010","386","9100FISKRTN",
"R0000895","FITZWLM","FZW","Fitzwilliam Rail Station",441520,415290,"25/05/2010","386","9100FITZWLM",
"R0000896","FIVEWYS","FWY","Five Ways Rail Station",406010,285910,"25/05/2010","386","9100FIVEWYS",
"R0000897","FLEET","FLE","Fleet Rail Station",481626,155260,"25/05/2010","386","9100FLEET",
"R0000898","FLIMBY","FLM","Flimby Rail Station",302050,533800,"25/05/2010","386","9100FLIMBY","G329"
"R0000899","FLINT","FLN","Flint Rail Station",324500,373100,"25/05/2010","386","9100FLINT","G330"
"R0000900","FLITWCK","FLT","Flitwick Rail Station",503390,234980,"25/05/2010","386","9100FLITWCK",
"R0000901","FLIXTON","FLI","Flixton Rail Station",374575,394184,"25/05/2010","386","9100FLIXTON",
"R0000902","FLWRYFD","FLF","Flowery Field Rail Station",394716,396126,"25/05/2010","386","9100FLWRYFD",
"R0000903","FLKSTNC","FKC","Folkestone Central Rail Station",622084,136286,"25/05/2010","386","9100FLKSTNC","G15"
"R0000905","FLKSTNW","FKW","Folkestone West Rail Station",620985,136428,"25/05/2010","386","9100FLKSTNW",
"R0000906","FORD","FOD","Ford Rail Station",500200,104300,"25/05/2010","386","9100FORD",
"R0000907","FRSTGT","FOG","Forest Gate Rail Station",540458,185335,"25/05/2010","386","9100FRSTGT",
"R0000908","FORESTH","FOH","Forest Hill Rail Station",535410,172940,"25/05/2010","386","9100FORESTH",
"R0000909","FORMBY","FBY","Formby Rail Station",329150,406850,"25/05/2010","386","9100FORMBY",
"R0000910","FORRES","FOR","Forres Rail Station",302950,858920,"25/05/2010","386","9100FORRES",
"R0000911","FORSNRD","FRS","Forsinard Rail Station",289100,942500,"25/05/2010","386","9100FORSNRD",
"R0000912","FRTMTLD","FTM","Fort Matilda Rail Station",225600,677530,"25/05/2010","386","9100FRTMTLD",
"R0000913","FRTWLM","FTW","Fort William Rail Station",210531,774186,"25/05/2010","386","9100FRTWLM","G73"
"R0000914","FOUROKS","FOK","Four Oaks Rail Station",411750,298010,"25/05/2010","386","9100FOUROKS",
"R0000915","FOXFILD","FOX","Foxfield Rail Station",320880,485470,"25/05/2010","386","9100FOXFILD",
"R0000916","FOXTON","FXN","Foxton Rail Station",540900,248750,"25/05/2010","386","9100FOXTON",
"R0000917","FRANT","FRT","Frant Rail Station",560739,136362,"25/05/2010","386","9100FRANT",
"R0000918","FRATTON","FTN","Fratton Rail Station",465360,100050,"25/05/2010","386","9100FRATTON",
"R0000919","FRSHFLD","FRE","Freshfield Rail Station",329110,408250,"25/05/2010","386","9100FRSHFLD",
"R0000920","FRESHFD","FFD","Freshford Rail Station",379130,160370,"25/05/2010","386","9100FRESHFD",
"R0000921","FRIMLEY","FML","Frimley Rail Station",487430,157717,"25/05/2010","386","9100FRIMLEY",
"R0000922","FRINTON","FRI","Frinton-on-Sea Rail Station",623525,220426,"25/05/2010","386","9100FRINTON","G157"
"R0000923","FRZNGHL","FZH","Frizinghall Rail Station",415330,435940,"25/05/2010","386","9100FRZNGHL",
"R0000924","FRDSHM","FRD","Frodsham Rail Station",351900,377900,"25/05/2010","386","9100FRDSHM",
"R0000925","FROME","FRO","Frome Rail Station",378450,147610,"25/05/2010","386","9100FROME",
"R0000926","FULWELL","FLW","Fulwell Rail Station",514830,171840,"25/05/2010","386","9100FULWELL",
"R0000927","FURNESV","FNV","Furness Vale Rail Station",400840,383540,"25/05/2010","386","9100FURNESV",
"R0000928","FURZEP","FZP","Furze Platt Rail Station",488294,182334,"25/05/2010","386","9100FURZEP",
"R0000929","GBROC","GNB","Gainsborough Central Rail Station",481900,389900,"25/05/2010","386","9100GBROC","G16"
"R0000930","GBGHLRD","GBL","Gainsborough Lea Road Rail Station",482000,388400,"25/05/2010","386","9100GBGHLRD","G16"
"R0000933","GRLCHHD","GCH","Garelochhead Rail Station",224250,691050,"25/05/2010","386","9100GRLCHHD",
"R0000934","GARFRTH","GRF","Garforth Rail Station",440800,433500,"25/05/2010","386","9100GARFRTH",
"R0000935","GRGRAVE","GGV","Gargrave Rail Station",393200,453600,"25/05/2010","386","9100GRGRAVE",
"R0000936","GARROWH","GAR","Garrowhill Rail Station",266800,664500,"25/05/2010","386","9100GARROWH",
"R0000937","GSCD","GRS","Garscadden Rail Station",252182,668590,"25/05/2010","386","9100GSCD",
